sentence,label,text_length,word_count,cleaned_text
@anonymized_account Wstępniak na 50 👍\nGazetka reklamowa.,0,57,6,wstępniak 50 👍 \ngazetka reklamowy
@anonymized_account @anonymized_account Jakie problemy z FB? Czyżby ścięło zasięg linków o mniej więcej 2/3? 😜,0,110,15,problem fb czyżby ściąć zasięg link mało 2/3 😜
RT @anonymized_account ja: *bierze rutinoscorbin*\nja: odporność na pełnej kurwie,0,81,9,brać rutinoscorbin*\nja odporność pełny kurwa
Coś się pali koło mojego domu,0,29,6,palić koło mój dom
@anonymized_account @anonymized_account Haha od razu do reprezentacji 😂,0,71,8,hahy raz reprezentacja 😂
"@anonymized_account @anonymized_account Wybaczcie, ale odłączam się od rozmowy, gdzie zły wynik tłumaczy się brakiem chęci. :)",0,126,16,wybaczcie odłączać rozmowa zły wynik tłumaczyć brak chęć
@anonymized_account ten hashtag można różnie interpretować :),0,61,7,hashtag różnie interpretować
@anonymized_account @anonymized_account obstawiam że nawet Gabovs jest wyżej od Bobana 😂,0,88,11,obstawiać gabovs wysoko boban 😂
"@anonymized_account Wszystkiego niemozna zrobić już, oby jego kariera szła w takim tempie jak po opuszczeniu Cracovii",0,117,16,wszystko niemozny zrobić oby karier iść taki tempo opuszczeć cracovia
@anonymized_account Hehehehehe.A pani@anonymized_account jak zwykle w gigantycznej formie intelektualnej😁😁,1,106,9,hehehehehe.a zwykle gigantyczny forma intelektualny 😁 😁
@anonymized_account @anonymized_account Sami sobie zgotowaliście ten los,0,72,7,sam zgotowaliście los
@anonymized_account Ale on to by z psami pływał 😁,0,49,9,pies pływać 😁
"Chcę już swój plan, chcę wiedzieć czy serio mam prawo i historię i erystykę noooooo",0,83,15,chcieć swój plan chcieć wiedzieć serio prawo historia erystyka noooooo
"Jak zauważył i podesłał mi Darek Gryko, Jagiellonia remisem w Kielcach ustanowiła nowy klubowy rekord meczów (8) bez porażki na wyjazdach.",0,138,21,zauważyć podesłać darek gryko jagielloć remis kielcach ustanowić nowy klubowy rekord mecz 8) porażka wyjazd
"@anonymized_account @anonymized_account @anonymized_account To jest moment, gdy należałoby spojrzeć, gdzie są Milik z Grosickim",0,127,14,moment należeć by spojrzeć milik grosicki
@anonymized_account @anonymized_account @anonymized_account a Portugalia jak zagrała ?,0,86,8,portugalia zagrać
Dzisiaj brat przyjeżdża z dziećmi na obiad wiec zrobię zupę pieczarkową a na drugie powiem tacie żeby kupił pierogi,0,115,19,brat przyjeżdżać dziecko obiad wiec zrobić zupa pieczarkowy drugi powiedzieć tata kupić pieroga
@anonymized_account To opublikuj ty załgana mendo pisowska. Łżesz jak całe twoje środowisko.,1,92,12,opublikuj załgać mendo pisowsko łżesz cały środowisko
@anonymized_account Weź bocie spierdalaj z mojego tajmlajnu,1,59,7,wziąć bot spierdalaj mój tajmlajnu
@anonymized_account @anonymized_account @anonymized_account tak tak bedzie frekwencja 5-6 tys bo na sr obrony w PP grał Czekaj z Kujawą + Buchalik...,0,149,21,frekwencja 5 6 sr obrona pp grać czekaj kujawa + buchalik
@anonymized_account jakbym jutro był to robimy foty 💪 haha :),0,61,10,jakby być jutro robić fota 💪 hahy
@anonymized_account coś się tam znajdzie ? W takim razie ja będę grzebał w śmietniku bo bede może ostatni wybierał :),0,117,20,znaleźć taki grzebać śmietnik ostatni wybierać
@anonymized_account 20017 ? :D no to najlepszego :D,0,51,8,20017 d dobry d
nie ma fal\nnie ma fal\nnie ma fal,0,34,7,fal\nnie fal\nnie fala
@anonymized_account @anonymized_account Wypad kłamco i oszuście z mojego miasta,1,79,9,wypada kłamco oszuść mój miasto
@anonymized_account Czy to jest  jednostk plywająca?,0,52,6,jednostk plywający
"RT @anonymized_account @anonymized_account aww 🤗 mam na imię agata, a Ty?paznokcie umalowałam na zwykły lakier przezroczysty",0,124,16,awwa 🤗 imię agate paznokcie umalować być zwykły lakier przezroczysty
@anonymized_account @anonymized_account a może po to żebyście pkt zdobywali ?,0,77,10,żebyśt punkt zdobywać
@anonymized_account @anonymized_account No to będzie wtedy walkower.,0,68,7,walkower
"@anonymized_account nie mogę przekopiować linka, coś się zacięło.",0,65,8,móc przekopiować linka zaciąć
@anonymized_account @anonymized_account @anonymized_account Fakt. Przecież drugiego takiego kreatyna w całej galaktyce nie ma,0,125,13,fakt drugi taki kreatyna cały galaktyka
Taka ciekawostka: Pamięć złotej rybki trwa zaledwie trzy sekundy. To by wiele tłumaczyło.,0,89,13,ciekawostka pamięć złoty rybka trwać zaledwie trzy sekunda tłumaczyć
Chyba słońce przygrzalo w Warszawie zabardzo,0,44,6,chyba słońce przygrzalo warszawa zabardzo
"@anonymized_account Co za jełop z tego typa, brak słów. Przemawia do idiotów ale jest ich coraz mniej.",1,102,17,jełop typa brak słowo przemawiać idiot mniej
@anonymized_account @anonymized_account Wg pisowskiej sprawiedliwości. A kto wam.wierzy bando złodziei i oszustów,1,113,12,według pisowski sprawiedliwość wam.wierzyć bando złodziej oszust
"@anonymized_account Asystentem? Jeśli chodzi Ci o to, że stoi przy linii i tylko czeka na to, co zrobi Messi, to ok.",0,116,21,asystent chodzić stać linia czekać zrobić messi
dostałam propozycję pracy ale ludzie chcą fakturę a ja nie mam działalności założonej,0,85,13,dostać być propozycja praca człowiek chcieć faktura działalność założyć
@anonymized_account Wislak Pawełek wam pomógł ;-),0,49,6,wislak pawełka pomóc
"@anonymized_account To pochowajcie ich tam razem, byle głęboko i raz na zawsze.",0,79,12,pochowajcie razem byle głęboko
@anonymized_account Czy tylko ja tego nie dostałam,0,50,7,dostać być
"Jest na Twitterze ktokolwiek, kto nie wrzucił tu alkoholowego żartu o Finlandii? #kreatywność",0,93,13,twitter wrzucić alkoholowy żart finlandia kreatywność
@anonymized_account @anonymized_account @anonymized_account Konkretnie! Jaką macie propozycję dla Tarnowa. Czekam na odpowiedź. Dzisiaj.,0,136,13,konkretnie jaki mieć propozycja tarnowy czekać odpowiedź
@anonymized_account Kiedyś była taka audycja Dobranocka dla dorosłych. Myślę że @anonymized_account znalazłby tam dla ciebie idealną posadę😁😁,0,141,17,kiedyś audycja dobranocki dorosły myśleć znalazć by idealny posada 😁 😁
@anonymized_account @anonymized_account @anonymized_account no skoro ty tak mówisz to na pewno tak będzie haha,0,110,14,skoro mówić pewno hahy
"Kiedy dostajesz 500+, jesteś szcześliwy, w końcu redystrybucja dochodu i jedziesz na upragnioną wycieczkę @anonymized_account",0,125,15,dostajesz 500 + być szcześliwy koniec redystrybucja dochód jedziesz upragniyć wycieczka
KURWA ŻEBY CHUSTECZEK HIGIENICZYCH W DOMU NIE BYŁO???,0,53,8,kurwa chusteczek higieniczy dom
RT @anonymized_account jeśli nie mogę wyglądać tak jak\n•perrie edwards\n•troian bellisario\nto what’s the point of existing?,0,125,15,móc wyglądać jak\n•perrie edwards\n•troian bellisario\nto what s the point of existing
@anonymized_account Chciałabym je kiedyś zobaczyć w oryginale na żywo.,0,70,9,chcieć by być kiedyś zobaczyć oryginał żywo
"@anonymized_account Oficjalne info o transmisji meczu Spartak - Legia pojawiło się w poniedziałek, czyli dzień przed meczem.",0,124,17,oficjalny info transmisja mecz spartak legia pojawić poniedziałek dzień mecz
@anonymized_account @anonymized_account Konkretnie ilu Ukraińców uzyskało w Polsce status uchodźcy w ostatnich dwóch latach?,0,124,14,konkretnie ile ukraińców uzyskać Polska status uchodźcya ostatni dwa rok
Moja odporność to takie dno totalne i chciałabym wreszcie przestać chorować co chwile,0,85,13,odporność dno totalny chcieć by być wreszcie przestać chorować chwila
"@anonymized_account Nie wiem, ale przecież ich nie połamią. Takie treningi tylko na plus im wyjdą i zmotywują do jeszcze cięższej pracy.",0,136,21,wiedzieć połamiyć trening plus wyjdą zmotywować cięższej praca
@anonymized_account Mam trochę innych znajomych ;-),0,51,6,trochę znajomy
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Kasa się skończyła i próbujesz się załapać na kontrakt na wierszówki ?,0,170,17,kasa skończyć próbujieć załapać kontrakt wierszówka
p o p y t a j c i e \nW i e m \nZ e \nT a m \nJ e s t e s c i e \nhttps://t.co/QLATAtPuaS,0,89,29,pan pan y t j c e \nw e metr \nza e \nt metr \nj e s t e s c e \nhttps://t.co qlatatpuas
"@anonymized_account @anonymized_account @anonymized_account Czapki z głów, zerwałeś się ze smyczy",0,97,10,czapka głowa zerwać być smycz
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Czasem spokojny czasem nie 😂,0,128,10,spokojny 😂
@anonymized_account Może to coś z ciśnieniem w oku? Najlepiej to się wybrać do okulisty 💁,0,89,15,ciśnien oku dobrze wybrać okulista 💁
@anonymized_account @anonymized_account Przecież TS dzierżawi ta ziemię umowa na 99 lat zgadza się czy nie?,0,107,15,ts dzierżawić ziemia umowa 99 rok zgadzać
@anonymized_account @anonymized_account gdyby Wisła dalej grała to by na pewno były pytania o felietony :),0,106,15,wisła daleko grać pewno pytanie felieton
@anonymized_account Tak jest. Dostałem to samo😀😀😀,0,49,6,dostać być sam 😀 😀 😀
"RT @anonymized_account Dudelange niby takie cwaniaki, a ciekawe czy byliby tacy mądrzy w dwuboju rzut młotem-skoki narciarskie",0,126,17,dudelange niby cwaniak ciekawy być by taki mądry dwubój rzut młot skok narciarski
@anonymized_account Solorz oszczędności robi na obuwiu 2 pracowników jedno obuwie polsat zchodzi na psy,0,103,14,solorz oszczędność robić obuwiu 2 pracownik obuwie polsata zchodzić pies
RT @anonymized_account czy wam też po 18 roku życia dni tak szybko lecą?,0,72,13,18 życie dzień szybko lecieć
@anonymized_account W sumie to dobrze wiedzieć ze ktoś jeszcze tak ma tbh,0,73,12,suma wiedzieć tbh
Zayn jest tak utalentowany że to aż przechodzi ludzkie pojęcie,0,62,10,zayn utalentowany przechodzić ludzki pojęcie
@anonymized_account @anonymized_account zdziwiłbym się jakby poszedł do kolejnego klubu z kłopotami finansowymi :),0,114,13,zdziwiłbym pójść kolejny klub kłopota finansowy
@anonymized_account @anonymized_account szkoda że smudzie nie wyliczaliście sukcesów i tego jak długo potrafi utrzymać posade,0,125,15,szkoda smudzie wyliczaliść sukces długo potrafić utrzymać posade
"@anonymized_account No kurde,! Jestem pod wielkim wrażeniem przenikliwości ,trafnosci ocen. Umysł ze wszech miar wysoce analityczny.",0,132,16,kurdy wielki wrażeniem przenikliwość trafnoscić ocena umysł wszech miara wysoce analityczny
"@anonymized_account Cha, cha, cha, ma epatować Srebrną, co jest z tobą?",0,71,11,chać chać chać epatować srebrny
@anonymized_account albo o tym jak uniknąć odpowiedzialności za korupcje @anonymized_account @anonymized_account,0,112,11,uniknąć odpowiedzialność korupcja
"@anonymized_account Tak nawet teraz, w dodatku dwa odcinki!",0,59,8,dodatek odcinek
Wiecie co? Jest mi ogromnie przykro i mam dosyć sama siebie,0,59,11,wiedzieć ogromnie przykro dosyć siebie
@anonymized_account @anonymized_account @anonymized_account Hahahaha no kto inny mógł skomentować frekwencje Wisły,0,114,11,hahahahy móc skomentować frekwencja wisła
"Z kibelka można jeść, uwierzcie na słowo",0,40,7,kibelki jeść uwierzcie słowo
Mówię szczerze czarny chuj nie ma wstępu,0,40,7,mówić szczerze czarny chuj wstęp
@anonymized_account Ofc Jakubiak i jego wizualizacja Ellen 😂😂😂,0,62,8,ofc jakubiak wizualizacja ellen 😂 😂 😂
Tylko głośno X (with 2 Chainz \u0026amp; Saudi) wykonawcy ScHoolboy Q\nhttps://t.co/XlRfuSFc0k,0,94,11,głośno x with 2 chainz \u0026amp saudi wykonawca schoolboy q\nhttps://t.co xlrfusfc0k
"Generalnie, to mam w dupie powstanie.",0,37,6,generalnie dupa powstać
RT @anonymized_account Transmisja TVN 24 z przejazdu sędziego Tulei autobusem do rzecznika dyscyplinarnego przejdzie do historii. Historii szajby.,0,146,18,transmisja tvn 24 przejazd sędzia tulei autobus rzecznik dyscyplinarny przejść historia historia szajby
Po prostu czuje się upokorzony i wkurwiony! Nie akceptuje takiej gry!,0,69,11,prosty czuć upokorzyć wkurwion akceptować taki gra
"potrzebuję czerwonych szpilek, to byłby 100 pkt do pewności siebie",0,66,10,potrzebować czerwony szpileka być by 100 punkt pewność siebie
@anonymized_account @anonymized_account @anonymized_account Kobieto twoja aktywność polega wyłącznie na braniu kasy podatników. W tym jesteś nie do pokonania.,1,158,18,kobieto aktywność polegać wyłącznie branie kasa podatnik być pokonać
@anonymized_account @anonymized_account Złodziei posadzić gdzie ich miejsce. W pierdlu.,0,87,9,złodziej posadzić miejsce pierdel
@anonymized_account @anonymized_account @anonymized_account Nie ten zestaw. On jest na etapie Gerberów.,0,103,11,zestaw etap gerbery
@anonymized_account @anonymized_account @anonymized_account No i o holokauście Żydów oczywiście,0,95,9,holokauśta żyd oczywiście
"Kościół =kara jestem pogrzeb, albo wesele, cierpię strasznie, w nic nie wierzę co mówi kutas z ambony",1,101,17,kościół = kara pogrzeb wesele cierpieć strasznie wierzyć mówić kutas ambona
@anonymized_account Yerri Mina pewnie wskoczy za tydzień.,0,57,7,yerri min pewnie wskoczyć tydzień
"@anonymized_account @anonymized_account @anonymized_account A z kim ty się na łby pozamieniałeś, że tak pierdzielisz?",0,117,14,kto łeb pozamieniać być pierdzielić
@anonymized_account @anonymized_account Bardzo wiarygodne 😂 tylko pogratulować rzetelności 👏,0,92,9,wiarygodny 😂 pogratulować rzetelność 👏
placki ziemniaczane \u0026gt;\u0026gt; placki z jabłkami,0,56,6,placki ziemniaczać \u0026gt;\u0026gt placki jabłka
@anonymized_account @anonymized_account @anonymized_account @anonymized_account Czyli co widzimy się na stadionie z kostka brukowa??,0,132,13,widzieć stadion kostek brukowy
"@anonymized_account Wiec koleś wyświetlił ale nie odpisał, także 🤷‍♀️",0,69,9,wiec koleś wyświetlić odpisać 🤷 ‍ ♀ ️
@anonymized_account Całkiem inaczej mecz się ogląda ( sytuacje meczowa)  jak nie ma weryfikacji Var,0,99,14,całkiem inaczej mecz oglądać sytuacja meczowo weryfikacja var
@anonymized_account @anonymized_account na obu stronach chyba gra :),0,68,8,oba strona chyba grać
"Rozjebałem narodowców, rozjebałem narodowców, kiedyś koledzy, punkowcy, , rozjebałem narodowców",0,95,10,rozjebać być narodowec rozjebać być narodowec kiedyś kolega punkowca rozjebać być narodowec
@anonymized_account A kiedy zagrał dobry mecz w lidze ?,0,55,9,zagrać dobry mecz liga
@anonymized_account @anonymized_account Na Euro 2012 został powołany zresztą kosztem Glika 😜,0,92,11,euro 2012 powołać zresztą koszt glika 😜
@anonymized_account @anonymized_account Też chcę wiedzieć czy ktoś odebrał,0,74,8,chcieć wiedzieć odebrać
"Czaicie, że zapomniałam hasła do poczty do tego stopnia, że muszę zadzwonić na infolinię, żeby mi konto odblokowali XD",0,118,19,czaić zapomniać być hasło poczta stopień musieć zadzwonić infolinia konto odblokować xd
@anonymized_account To nie stały fragment gry.,0,46,6,stać fragment gra
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Jaki ty kurwa debil jesteś\n...,1,191,13,kurwa debil Jesteś\n
RT @anonymized_account @anonymized_account @anonymized_account @anonymized_account Hi hihi a co ty za baran jesteś?,1,115,13,hi hihi baran być
Kurwa jak ja nienawidzę pomnkików,0,33,5,kurwa nienawidzić pomnkik
"@anonymized_account @anonymized_account Trzymali się za ręce, waleczni i sprawiedliwi",0,85,9,trzymać ręka waleczny sprawiedliwić
Zbojkotować Mundial w tym dzikim kraju. To tak jak byśmy jechali grać w piłkę w tz. państwie islamskim.,1,103,18,zbojkotować mundiala dziki kraj by być jechać grać piłka tz państwo islamski
@anonymized_account Kurwa! Co to jest? Bo nie kumam?😂😂😂😂😂😂😂😂,0,60,8,kurwa kumać 😂 😂 😂 😂 😂 😂 😂 😂
@anonymized_account lekki problem to my mamy teraz :) wtedy byłby mega problem :P,0,81,13,lekki problem być by mega problem :p
@anonymized_account @anonymized_account @anonymized_account Współpraca z mediami i inicjatywa sponsorska.,0,105,9,współpraca media inicjatywa sponsorski
I NIENAWIDZĘ JAK KTOŚ TRZASKA NO NIE ZDZIERŻĘ TEGO CO CI TE DRZWI W ŻYCIU ZAWINIŁY,0,82,16,nienawidzić trzaski zdzierżęeć drzwi życie zawinić
"@anonymized_account @anonymized_account @anonymized_account Oho. Tak czułam, że jest zbyt pięknie...",0,100,10,oho czuć być zbyt pięknie
@anonymized_account to po co były te akcje dla obywatelstwa dla Buricia ? Poza tym nikt nie zakazuje żeby w Lechu grali zawodnicy z okolic,0,138,24,akcja obywatelstwo burić nikt zakazować lech grać zawodnik okolica
Napisać do faceta czy nie?? Bo ja bym napisała ale nie wiem czy to nie dziwne bo jakby kontakt nam się urywa a ja tego nie chce help,0,132,28,napisać facet napisać wiedzieć dziwny kontakt urywać help
@anonymized_account Łączoną włącz na TVP Sport :P,0,49,7,łączony włącz tvp sport :p
"@anonymized_account No jak się przegląda twetera to się nie dziwię, ale tak żeby widzieć w tym przyjemność to trochę chore i masochistyczne😁😁😁😀😁",1,144,22,przeglądać tweter dziwić widzieć przyjemność trochę chory masochistyczny 😁 😁 😁 😀 😁
@anonymized_account To jest chore śmierc wrogom ojczyzny,1,56,7,chory śmierc wrog ojczyzna
"@anonymized_account @anonymized_account @anonymized_account zacytuję klasyka: \""Jak to się stało ? Nie wiem.Czasem tak bywa.\""",0,126,14,"zacytować klasyk \""jak stać wiem.czasem bywa.\"
@anonymized_account No to ładnie naściemniali :),0,48,6,ładnie naściemniać
Pan Poseł Andruszkiewicz znowu masakruje lewaków i ubeków! Szanuję. #Woronicza17,1,80,10,poseł andruszkiewicz masakrować lewak ubek szanować woronicza17
Dobre sprawdzone studio tatuażu w Gorzowie/ Bydgoszczy/ Toruniu? #rt #tweetme,0,77,10,dobry sprawdzić studio tatuaż gorzowie/ bydgoszczy/ toruniu tweetme
@anonymized_account @anonymized_account To niesa frekwencję które mogą zachwycać,0,80,8,niesać frekwencja zachwycać
@anonymized_account @anonymized_account Liverpool dzisiaj był mega mocny.,0,73,7,liverpool mega mocny
"pieknie nawiązanie do nacjonalizmów 1814, do geopolityki, znaczenia ue, no panie troche rozumu trzeba, trochę rozumu",0,116,16,piekć nawiązanąć nacjonalizm 1814 geopolityka znaczenie UE pani troche rozum trochę rozum
@anonymized_account @anonymized_account Czyli nadal pieprzy jak potłuczony,0,74,7,nadal pieprzyć potłuczyć
RT @anonymized_account chce jakiegos cukier ojca bo mi kasy brakowac zaczyna,0,76,11,jakiegos cukier ojciec kasa brakowac zaczynać
"@anonymized_account Wszyscy wymienieni na stronie, na podstronie 'osiągnięcia'",0,78,8,wymienieć strona podstronie osiągnięcie
"@anonymized_account Nie, ale dostałam starter ze zniżkami XDDD",0,62,8,dostać być starter zniżke xddd
Wyglądasz jakbyś codziennie pił - świadoma  opłata za wieczory,1,62,9,wyglądać jakby być codziennie pić świadoma opłata wieczór
"@anonymized_account Jak nie za grę, to za wynik, ale dobrze, że wymagasz od siebie więcej 😁😜",0,92,16,gra wynik wymagać siebie 😁 😜
@anonymized_account @anonymized_account @anonymized_account I dlatego tyle lat bez medalu 😛,0,91,10,tyle rok medal 😛
@anonymized_account @anonymized_account @anonymized_account serio ?! Wielkie dzięki łaskawco,0,92,8,serio wielki dzięki łaskawco
@anonymized_account premedytacją ? Zobacz sobie na powtorke.Nie dyskutuje dalej bo widze że jakiś zaślepiony fan Arsenalu,0,121,16,premedytacja zobaczyć powtorke.nie dyskutować daleko widze zaślepić fan arsenal
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Z tego, co mi się wydaje, to przez agencję.",0,143,14,wydawać agencja
@anonymized_account Skład taki ze podejrzewam wpierdol w pn Nawalka uspiony nieważne kto jak gra skład ten sam,0,110,17,skład podejrzewać wpierdol pn nawalka uspić nieważny grać skład
@anonymized_account Liczna tzn? Masz dokładniejsze info?,0,56,6,liczny to znaczy mieć dokładny info
"@anonymized_account Zaraz się obudzi jakiś purysta językowy, że tak się nie mówi.",0,81,12,zaraz obudzić purysta językowy mówić
@anonymized_account @anonymized_account @anonymized_account @anonymized_account Na derbach leser będzie podobno lał piwo na C a na D Norbert na koszt firmy ;-),0,159,21,derbe leser podobno lać piwo c d norbert koszt firma
@anonymized_account Przy bramce się nie popisał.,0,48,6,bramka popisać
piosenka Julki Wieniawy mi mocno weszła i cały czas ją śpiewam uh,0,65,12,piosenka julka wieniawa mocno wejść czas śpiewać uh
"RT @anonymized_account Generalnie, to mam w dupie powstanie.",0,60,8,generalnie dupa powstać
@anonymized_account @anonymized_account W 4. kolejce Lubin to takie sobie ułatwienie,0,84,10,4 kolejka lubina ułatwieć
@anonymized_account Qwa! Wypiłem kawę przed chwilą.Bardzo dobra kawę.Nie chcę jej zwracać. A swoją drogą to świetny środek na wywołanie wymiotów.,0,145,20,qwa wypić być kawa chwilą.bardzo dobro kawę.nie chcieć zwracać swój droga świetny środek wywołać wymiota
Pączek bez nadzienia jest beznadziejny.,0,39,5,pączka nadzieć beznadziejny
chciałabym nosić te śliczne delikatne koronkowe staniki ale mam za duże cycki X D,0,81,14,chcieć by być nosić śliczny delikatny koronkowy stanik duży cycki x d
@anonymized_account Gdzie była transmisja na żywo z losowania ?,0,63,9,transmisja żywo losowanie
"@anonymized_account @anonymized_account np Belgia, Serbia, Kazachstan.W Holandii i Grecji są jakieś dziwne playoffy o wejscie do europejskich pucharow",0,150,18,na przykład belgia serbia kazachstan.w holandia grecja jakiś dziwny playoff wejst europejski pucharow
@anonymized_account A muslalam ze tylko UKW ma jakieś problemy xd,0,65,10,Muslalam ukw jakiś problem xd
@anonymized_account @anonymized_account a jak tam siatkówka ?:),0,63,7,siatkówka
"@anonymized_account The originals jeszcze, jak interesują cię pamiętniki wampirów, o albo lie to me, mentalista, eye candy to złoto i diamenty tez!",0,147,22,the originals interesować pamiętnik wampir lie me mentalisty eye canda złoto diament tez
"@anonymized_account Jak każda sprzedajna kurew. Zaczyna jak ją alfons wyszuka i pracuje dotąd, aż będą na nią klienci.",1,118,18,każdy sprzedajny kurew zaczynać alfons wyszuko pracować dotąd klient
"@anonymized_account @anonymized_account Hahaha, ale żyjemy w zjebany świecie i Jackowski i @anonymized_account a przez nich i ja",0,128,17,hahaha żyć zjebać świat jackowski
@anonymized_account Obejrzyj mecz chociaz raz :),0,48,6,obejrzyj mecz chociaz
@anonymized_account Małeckiemu należy się ławka. Może to go zmotywuje do lepszej gry.,0,85,12,małeckiy należeć ławka zmotywować dobry gra
"@anonymized_account Pamiętaj, ze ja daleko do ciebie nie mam 😂",0,62,10,pamiętać 😂
"@anonymized_account @anonymized_account @anonymized_account e tam, patriota ze mnie",0,83,8,e patriota
"@anonymized_account To jest niszczenie mienia, takie samo jakby na ścianie pani domu ktos napisał  \""tu mieszka durna baba\""",0,124,18,"niszczyć mienie sam ściana dom napisać \""tu mieszkać durny baba\"
@anonymized_account @anonymized_account @anonymized_account @anonymized_account spodoba Ci się to 😂,0,99,9,spodobać 😂
Oto utwór specjalnie dla Ciebie… Mróz (Panzerfast) wykonawcy TEDE\nhttps://t.co/WNpu6JgNoh,0,90,9,utwór specjalnie Mróz panzerfast wykonawca tede\nhttps://t.co wnpu6jgnoh
Dzisiaj o 18 Strefa Kibica w Radiu Akadera! Zapraszamy!,0,55,9,18 strefa kibica radio akader zapraszać
@anonymized_account ustawa IPN spiera Ukrainę? Ty Czaputowiczu ty,0,65,8,ustawa ipn spierać ukraina czaputowicz
"@anonymized_account @anonymized_account yyyy, coś tu ewidentnie nie gra :P",0,74,9,yyyy ewidentnie grać :p
"@anonymized_account @anonymized_account chyba nie miałeś się czego przyczepić, nie przesadzajmy :)",0,98,11,chyba mieć być co przyczepić przesadzać
"@anonymized_account Bo w gazecie pisze, że od 13 sierpnia dopiero xdd",0,69,11,gazeta pisać 13 sierpień dopiero xdd
@anonymized_account Kiedy naoglądałam się Sabriny i myślałam że to Salem,0,72,10,naoglądać być sabrina myśleć być sal
P do mnie przychodzi dzisiaj,0,28,5,pan przychodzić
@anonymized_account @anonymized_account Kobieta będzie mieć pretensje o kolejność 😂,0,83,9,kobieta mieć pretensja kolejność 😂
@anonymized_account Wy narobiliscie 30miliardow dlugow za waszych rzadow #oddajciekase,0,86,9,narobiliscie 30miliardow dlugow waszych rzadow oddajciekase
Paweł Raczkowski sędzią meczu Roma - Viktoria w LM. Wow.,0,56,10,paweł raczkowski sędzia mecz ra viktoria lm wow
@anonymized_account O czy bredzisz idiotko! Przypisujesz innym własne zaprzaństwo? Wizytówka małości...,1,103,11,bredzić idiotko przypisujesz inny własny zaprzaństwo wizytówka małość
@anonymized_account wesoło to będzie jutro po meczu na Twoich urodzinach :D,0,75,11,wesoło jutro mecz twój urodzine d
"@anonymized_account @anonymized_account Z tego co wiem, to tak.",0,63,8,wiedzieć
"@anonymized_account I to jest wielki wyczyn, bez wątpienia.",0,59,8,wielki wyczyn wątpienie
"@anonymized_account Taki miałam właśnie, teraz kupiłam z catrice",0,64,8,mieć być kupić być catrica
@anonymized_account Mecze o punkty to nie czas na eksperymenty!!!! 😂,0,68,10,mecz punkt czas eksperyment 😂
"@anonymized_account Spokojnie, spokojnie. Ostatnio też mieli być silniejsi.",0,75,8,spokojnie spokojnie ostatnio mieć silniejszy
"@anonymized_account Nie sądzę, ale nie czytałam.",0,48,6,sądzić czytać być
"@anonymized_account Tylko nie widzę tutaj żadnej pary. O ile pedofilia to faktycznie zboczenie, to homoseksualizm w żadnym razie.",0,129,18,widzieć żaden para pedofilia faktycznie zboczenie homoseksualizm żaden
Onr nie jest the best,0,21,5,onr the best
Może zamiast pakowania milionów w promocje pisu PKO zainwestowałoby w jakieś lepsze zabezpieczenia?  Śmiech na sali,0,115,16,zamiast pakować milion promocja pis pkoa zainwestowałoba jakiś dobry zabezpieczenie śmiech sala
@anonymized_account @anonymized_account Nieprawda. Zlagodzenie jest tylko przy nieudanej próbie zagrania piłki.,0,111,11,nieprawda zlagodzenie nieudany próba zagrać piłka
@anonymized_account A po czym odreagowywali przed pierwszym meczem eliminacji?,0,78,9,co odreagowywać pierwszy mecz eliminacja
"@anonymized_account Dla WHU to był wartościowy sparing przed ligą, którą rozpoczną za tydzień.",0,94,13,whua wartościowy sparing liga który rozpocząć tydzień
"@anonymized_account @anonymized_account Jednego już Niemcy bili, a teraz Rosjanie? To to spisek jakiś...",0,104,13,jeden niemiec bić rosjanin spisek
"Na takiego @anonymized_account to bym sagłosował, a on teraz wymięka",0,68,10,taki sagłosować wymięka
"@anonymized_account dziękuję 😍 udało mi się w końcu, bo rok to wszystko trwało",0,78,13,dziękować 😍 udać koniec rok trwać
@anonymized_account @anonymized_account @anonymized_account A co nam dała tamta rewolucja ?,0,91,10,dać tamten rewolucja
Dawid Podsiadło w radiu to ja w radiu,0,37,8,Dawid podsiadć radio radio
"@anonymized_account Powiedziałbym, że odwrotnie. 😉 Dopasowalismy się do kabaretu zaproponowanego przez Japonię.",0,111,12,powiedzieć by być odwrotnie 😉 dopasowalisć kabaret zaproponowanego japonia
@anonymized_account @anonymized_account szacunek też za to jak w zeszłym sezonie popisali się fair play w meczu z Jagiellonią 👏,0,127,19,szacunek zeszły sezon popisać fair play mecz jagielloni 👏
"@anonymized_account @anonymized_account @anonymized_account Przewijam tą rozmowe i nie widzę, że coś takiego napisałeś, więc niczego nie powtórzyłem.",0,149,17,przewijać ten rozmowy widzieć taki napisać być nic powtórzyć być
"Jestem tak wkurzona dzisiaj, bez kija nie podchodź",0,50,8,wkurzyć kij podchodź
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Przecież płaci tylko kibic reszta liczy tylko na zysk,0,153,14,płacić kibic reszta liczyć zysk
"@anonymized_account Z tego co widzę, to może trafić na Gruzinów i Ormian :)",0,75,13,widzieć trafić gruzin ormiana
